id,planet,is_retrograde,is_direct,reading,source_month,source_sign
381,火星,True,True,此外，天蝎座的另一个守护星火星会从10月30日开始逆行，直到1月12日恢复顺行，所以可能会出现一些时间推迟的情况,2022-10,金牛座
382,水星,True,True,10月2日水星恢复顺行（水星在9月9日开始逆行）——你会发现自己的精力更加饱满，也会发现各类任务和事项的进展会比9月更快,2022-10,金牛座
383,火星,True,False,火星刚刚逆行，所以如果你正在处理一件让你有压力的事情，你会需要更多时间来解决,2022-11,双子座
384,火星,True,False,火星仍然在双子座逆行，可以先聚在一起商谈，等到1月底再实施计划,2022-11,双子座
385,木星,True,False,木星是近乎奇迹的行星，带来恩赐与幸运，自从5月份开始就进入白羊座，7月28日开始逆行,2022-11,双鱼座
386,木星,False,True,11月23日，木星将在双鱼座恢复顺行，重拾能量，从这一天开始到12月20日（木星回归白羊座的日子），你又一次进入了幸运状态，比其他所有的年份都更绚丽,2022-11,双鱼座
387,火星,True,False,能量之星火星在今年8月20日进入你星盘显赫的事业宫，那之后，你一直在赢取漂亮的胜利，10月30日火星开始逆行，将持续逆行到2023年1月12日,2022-11,处女座
388,木星,True,False,11月23日还有个理由很重要，今年7月28日，木星开始逆行，一直在逆行的较弱状态，并逆行离开白羊座，你星盘第八宫财务宫,2022-11,处女座
389,火星,True,False,10月30日开始，确实火星是在逆行，你可能面对一些延迟，发现需要返工、修改策略,2022-11,处女座
390,木星,True,True,当你进入十一月的时候木星将会开始逆行，这个趋势从7月28日就开始了，但将在11月23日恢复顺行，届时将会是他能量最强的时候,2022-11,天秤座
391,木星,False,True,新月（非月食）发生在11月23日，同一天，掌管礼物与好运的木星将在他守护的射手座恢复顺行,2022-11,天秤座
392,火星,True,True,火星现在继续在逆行，并且会在1月中旬恢复顺行，因此我的建议是等到那时在宣布你的项目,2022-11,天秤座
393,木星,True,True,11月23日的重要性还体现在，木星自7月28日逆行后，在这一天恢复顺行,2022-11,天蝎座
394,木星,True,False,不要认为所有的逆行都是不好的，木星的逆行对你来说是意外收获，因为它退回双鱼座（你的第五宫真爱宫），带来了特别美好的假期时光,2022-11,天蝎座
395,火星,True,False,10月30日到2023年1月12日火星逆行，所以如果现在你感觉事件很难推进，进入新的一年就会好一些,2022-11,天蝎座
396,水星,True,False,水星最近都不会逆行，下一次逆行是在12月29日至1月18日，水星掌管着合同以及口头约定,2022-11,射手座
397,木星,True,True,木星从7月28日就开始逆行了，现在要恢复顺行了，就在新月发生的那一天，11月23日,2022-11,射手座
398,火星,True,False,10月30日-2023年1月12日，火星在双子座内逆行，过去的某些事现在可能会重新回到视线中,2022-11,巨蟹座
399,水星,True,False,同时，水星将在2022年12月29日再次逆行，直到2023年1月18日,2022-11,巨蟹座
400,木星,False,True,11月23日，木星，仍然在双鱼座，将恢复顺行，全速前行，持续在双鱼座直到12月20日,2022-11,巨蟹座
401,木星,True,True,最棒的是，木星自从7月28日以来一直在逆行，但它将于11月23日恢复顺行,2022-11,摩羯座
402,火星,True,False,自从8月20日以来火星就进入了双子座且现在依然在那儿，它在10月30日开始逆行,2022-11,摩羯座
403,火星,True,False,自10月30日起，火星会开始逆行，并持续到2023年1月12日才结束,2022-11,水瓶座
404,火星,True,False,而火星逆行期间，你需要花费比往常更多的时间和金钱去完成项目，但等到23年1月底，这种情况就会有所好转,2022-11,水瓶座
405,火星,True,False,虽然火星在逆行，但你还是可以购买电子产品、签署合同，并执行你打算在本月推进的计划，因为水星并未逆行,2022-11,水瓶座
406,水星,True,False,虽然火星在逆行，但你还是可以购买电子产品、签署合同，并执行你打算在本月推进的计划，因为水星并未逆行,2022-11,水瓶座
407,火星,True,False,要知道从10月30日开始火星进入逆行，你们可能会发现进展变得非常的缓慢，但是要知道你们不是一个人，对于每一个人来说都开始注意到客户进展晚于预期，不如从前,2022-11,白羊座
408,木星,True,True,最后一点：木星将在11月23日（新月当天）转为顺行，此前木星从7月28日以来一直都在逆行,2022-11,白羊座
409,木星,True,True,木星是礼物和运气的给予者，7月28日，木星开始逆行，但他会在11月23日恢复顺行，恢复原本的力量,2022-11,金牛座
410,木星,True,True,起初木星逆行时很势弱，但他在11月23日转为了顺行，现在正停在你的第十宫，掌管着荣誉、奖项和成就，一直呆到12月20日,2022-12,双子座
411,海王星,False,True,海王星将在12月3日满月之前转为顺行，一旦转为顺行，它可能会帮助你获得你需要的信息,2022-12,双子座
412,木星,True,True,木星以逆行的状态进入到双鱼座，也是你代表荣耀、奖赏和成就的第十宫，它会在11月23日转为顺行,2022-12,双子座
413,水星,True,False,水星将在12月29日开始逆行，一直到1月18日，所以要在12月29日之前提前收尾合同协议,2022-12,双子座
414,火星,False,True,一旦你到了1月18日，世界将被唤醒，因为火星和水星都将顺行前行,2022-12,双子座
415,木星,True,False,但木星觉得双鱼座值得再回访一下，因此在其逆行期间，10月27日，木星回到双鱼座，直到现在，这是木星给你的最后机会,2022-12,双鱼座
416,火星,True,False,1月12日，火星结束逆行，而一直持续的供应链紧张问题，也会在新年得到缓解,2022-12,双鱼座
417,火星,True,False,这主要是由于火星行运于双子座所致，由于战神逆行，增加了滞留此地时间，所以该星座对应的领域将继续令你关注,2022-12,双鱼座
418,火星,True,False,如果你觉得，这段时间不得不做很多回顾、修正路线的事，那是因为火星10月30日开始逆行，但这些延误也快结束了,2022-12,处女座
419,火星,False,True,火星将于2023年1月12日顺行，之后直到2023年3月25日，你的努力将得到很多可以展示的成果,2022-12,处女座
420,火星,True,True,火星的小弟水星会复制大哥的一切，所以当然，水星又要逆行了——12月29日开始，2023年1月18日顺行,2022-12,处女座
421,水星,True,True,火星的小弟水星会复制大哥的一切，所以当然，水星又要逆行了——12月29日开始，2023年1月18日顺行,2022-12,处女座
422,木星,True,True,7月28日以来，木星在白羊座逆行，10月27日逆行退回双鱼座，11月23日在双鱼座顺行，意味着你是最有可能在12月订婚或结婚的星座,2022-12,处女座
423,水星,True,False,跨年夜时，月亮位于土象星座金牛座，虽然水星在逆行，仍然可以计划些特别的事情，哪怕只是在装饰美丽的餐厅吃个私密的二人晚餐,2022-12,处女座
424,木星,True,True,木星和海王星都在逆行，但木星在上个月11月23日已经恢复顺行了，而海王星将在本月12月3日恢复顺行,2022-12,天秤座
425,火星,True,False,说到逆行的行星，火星从10月30日起就开始逆行了，而且这个月仍然在逆行,2022-12,天秤座
426,水星,True,False,当然，小水星会发现他的老大哥在逆行期间打盹儿，所以水星也会去逆行，从12月29日到1月18日,2022-12,天秤座
427,火星,False,True,正如之前所说，火星将在1月12日恢复顺行，当这两颗行星都恢复正常后，你不再需要像最近几周一样做这么多的回溯工作,2022-12,天秤座
428,木星,True,False,然而，木星在7月28日开始逆行，然后一直在逐渐再次靠近海王星——这是个好消息,2022-12,天秤座
429,火星,True,False,你的专注即是你的价值所在，尽管火星逆行让这段时间无比漫长，但很快会过去的,2022-12,天蝎座
430,水星,True,False,如果是这样，努力在12月初就完成，因为12月29日水星将逆行，但是你可能会在两周之前就感受到影响力,2022-12,天蝎座
431,木星,True,True,10月27日木星逆行回了双鱼座，11月23日他恢复顺行凝聚能量,2022-12,天蝎座
432,火星,True,True,火星在你的伴侣宫停留这么久的原因是因为他在10月30日的时候逆行了，要等到1月12日的时候才会最终恢复顺行,2022-12,射手座
433,水星,True,False,只要注意跟水星逆行的时间保持距离就好了，水逆会在12月29日的时候开始（后面会细说）,2022-12,射手座
434,木星,True,False,木星在7月28日时候在白羊座开始了逆行，这里掌管着你的真爱，也是木星从2022年5月10日开始就一直停留的地方,2022-12,射手座
435,水星,True,False,水星会在12月29日至1月18日逆行，你会在逆行开始的前两周就感受到水星的减速,2022-12,射手座
436,木星,True,False,你可能正在购置或者租赁房产，因为代表着好运的木星在10月30日来到了你的家庭宫，但是因为逆行，所以他还没有完全的展示出自己的强大，要等到11月23日逆行才会结束,2022-12,射手座
437,木星,True,False,5月10日-10月27日，木星在巨蟹座的第十宫，这是代表荣誉、奖励和成就的宫位，然后，木星从白羊座短暂逆行回双鱼座，双鱼与巨蟹也是完美和谐的搭档,2022-12,巨蟹座
438,火星,True,False,火星的小老弟儿水星也将在12月底开始今年最后一次逆行（12月29-2023年1月18日），所以，你的圣诞购物最好在12月15日之前就搞定，因为水逆正式开始前2周就将进入停滞期,2022-12,巨蟹座
439,水星,True,False,12月29日，水星将会在摩羯座与金星相合，同时开始逆行，直到1月18日，但是没有什么可以抑制你的幸福,2022-12,摩羯座
440,水星,True,False,因为水星将于12月29日至1月18日逆行，但你会提前两周就感受到节奏放慢,2022-12,摩羯座
441,火星,True,False,”如果你还单身，恰好也是这种状态，那可能是因为火星自10月30日开始就进入了逆行状态,2022-12,水瓶座
442,木星,True,False,但是，从7月28日开始，木星就进入了逆行状态，它可能意识到自己给你的钱还不够，在你的财帛宫停留的时间也过短了,2022-12,水瓶座
443,木星,True,False,自从10月27日开始，木星就停留在你的财帛宫，但是我之前说过，它正在逆行，会比平时“虚弱 ”,2022-12,水瓶座
444,火星,True,False,如果你觉得最近生意不太好，这可能是因为火星一直在逆行，处于缓慢的状态,2022-12,狮子座
445,木星,True,True,木星自7月28日开始逆行，但在11月23日恢复了顺行，进一步证明了涉及到金钱时，你会受到青睐,2022-12,狮子座
446,水星,True,False,水星将于12月29日开始逆行，但你会在两周前感觉到，尽快完成假日购物吧,2022-12,狮子座
447,木星,True,False,10月27日，7月28日木星逆行回双鱼座， 1月到5月中旬，木星曾经停过这里,2022-12,狮子座
448,火星,True,True,尽管火星和水星（从12月29日开始）将逆行，但由于火星在1月12日恢复顺行，水星在1月18日紧随其后，所以到1月中旬，节奏将明显加快,2022-12,狮子座
449,水星,False,True,三宫正好也是满月发生的宫位，掌管着合同以及重要的文件，因此白羊座可能会有相关的文件需要签署，现在你们可以做这件事情，因为直到12月29日之前，水星都处在顺行的状态,2022-12,白羊座
450,水星,True,False,如果想庆祝圣诞节，那就去做吧，因为正如我所指出的，水星将在12月29日逆行，你会想要离水逆远一点,2022-12,白羊座
451,水星,True,False,因为水星逆行的关系，一切的节奏会变慢，不妨和家人朋友在家安安静静迎接新年的到来,2022-12,白羊座
452,火星,True,False,一来，是你们的主宰星火星仍然逆行在代表交流和运输的三宫，与此同时，它的好兄弟水星也会在12月29日至1月18日期间逆行，而你们也将在正式水逆前两周就感觉到节奏的放慢,2022-12,白羊座
453,水星,True,False,一来，是你们的主宰星火星仍然逆行在代表交流和运输的三宫，与此同时，它的好兄弟水星也会在12月29日至1月18日期间逆行，而你们也将在正式水逆前两周就感觉到节奏的放慢,2022-12,白羊座
454,木星,True,False,10月27日，礼物和好运的赐予者木星逆行回到双鱼座，对应你星盘的第十一宫，代表快乐、幸福、希冀和友谊,2022-12,金牛座
455,火星,True,False,不过，现在火星正在逆行，所以很难让管理层批准想法，也很难让客户签采购单,2022-12,金牛座
456,水星,True,False,如果你真的在圣诞假期旅游了，那么你要记得，12月29日水星开始逆行，1月16日逆行结束,2022-12,金牛座
457,火星,True,False,"自10月30日以来，火星一直在双子座逆行，阻碍了你的进展，如果你是单身，建立感情关系这事儿上可能已经感觉 ""不对劲""",2023-01,双子座
458,水星,True,False,水星将在12月29日到1月18日逆行，所以在1月18日之前，一个曾经的爱人可能想和你重新开始一段关系,2023-01,双子座
459,火星,True,True,现在有一个区别是，因为火星自10月30日以来一直都在逆行（这就是火星在你的星座停留这么长时间的原因），但在1月12日，火星将在双子座转为顺行,2023-01,双子座
460,火星,False,True,这一点现在会改变，因为你一直在一个非常缓慢的轨道上与火星打交道——当火星在1月12日转为顺行时，这一点将会改变,2023-01,双子座
461,金星,True,False,离地球轨道最近的行星在逆行时对我们的影响也最大——也就是金星、火星和水星,2023-01,双子座
462,火星,True,False,离地球轨道最近的行星在逆行时对我们的影响也最大——也就是金星、火星和水星,2023-01,双子座
463,水星,True,False,离地球轨道最近的行星在逆行时对我们的影响也最大——也就是金星、火星和水星,2023-01,双子座
464,水星,True,False,水星将逆行至1月18日，所以如果你可以的话，我希望你在该日期后寄出你的申请，但仅限于大学的截止日期在1月底或2月的情况,2023-01,双子座
465,水星,False,True,水星现在将要顺行，所以这可能是一场完美的旅行，或近或远，可能（特别是如果你住在北方）去一个温暖的地方，那里的棕榈树摇曳，水是深蓝的绿松石样子,2023-01,双子座
466,火星,True,True,火星从2022年10月30日开始逆行，直至2023年1月12日开始顺行,2023-01,双鱼座
467,火星,True,True,火星的小兄弟水星善于模仿，所以水星也开始逆行，从2022年12月29日开始，于2023年1月18日恢复顺行,2023-01,双鱼座
468,水星,True,True,火星的小兄弟水星善于模仿，所以水星也开始逆行，从2022年12月29日开始，于2023年1月18日恢复顺行,2023-01,双鱼座
469,天王星,True,False,而助力此次美妙新月地会是天王星，天王星也恰好是水瓶座守护星，因此象征着满满的创新和原创能力，天王星自8月24日起开始逆行，1月22日转顺，就在新月后第二天,2023-01,双鱼座
470,火星,True,False,而2022年10月30日以来，火星一直逆行，意味着火星开始令进展减速，无论你多么用力地保持进度，仍然不得不修改并延长交工日期，也许是因为别人无法做出及时的决定，或无法完成他们那端的工作,2023-01,处女座
471,火星,True,False,但2022年10月末到12月，你可能遇到障碍，随着你进入1月，仍然在调整项目的特定元素，因为火星从2022年10月30日开始逆行,2023-01,处女座
472,水星,True,True,当小水星看到大哥火星躺平休息，他也决定躺平，2022年12月29日水星开始逆行，2023年1月18日顺行,2023-01,处女座
473,火星,True,True,事情将会远远得到改善，因为引起你关注这些领域的火星将在1月12日从逆行轨道中恢复顺行,2023-01,天秤座
474,水星,True,False,这是对你来说进程看似缓慢的另一个原因——水星从12月29日就一直在逆行（你在两周之前就感受到了节奏放缓）,2023-01,天秤座
475,天王星,True,True,天王星是你爱情宫的守护星，它从8月24日开始也一直在逆行，但会在1月22日恢复顺行，将在2月的几周里开启大量像宝石一样的浪漫约会,2023-01,天秤座
476,火星,True,True,然而，火星在此期间的部分时间一直在逆行———从10月30日起，但火星将于1月12日恢复顺行,2023-01,天秤座
477,火星,True,False,他仰望着火星，所以当水星发现火星在舒适的沙发上睡着时，他就决定在12月29日开始去逆行，打个盹儿,2023-01,天秤座
478,冥王星,True,True,冥王星从去年4月底开始了逆行并且在10月8日的时候恢复了顺行，代表着能量的火星是你的另一颗守护星，他从10月30日开始逆行并且会在1月12日的时候恢复顺行,2023-01,天蝎座
479,火星,True,True,冥王星从去年4月底开始了逆行并且在10月8日的时候恢复了顺行，代表着能量的火星是你的另一颗守护星，他从10月30日开始逆行并且会在1月12日的时候恢复顺行,2023-01,天蝎座
480,火星,True,False,你前阵子曾经对自己的进展有些沮丧，那是因为你的守护星之一火星从10月30日开始了逆行,2023-01,天蝎座
481,火星,True,True,火星的弟弟水星也在逆行，是从12月29日开始的，然后会在1月18日的时候恢复顺行,2023-01,天蝎座
482,水星,True,True,火星的弟弟水星也在逆行，是从12月29日开始的，然后会在1月18日的时候恢复顺行,2023-01,天蝎座
483,水星,True,False,随着这一年的开启，水星正在逆行，从去年12月29日开始会持续到1月18日,2023-01,射手座
484,木星,True,False,但是作为一个射手座，你也会感受到木星的逆行，因为木星是你的守护星,2023-01,射手座
485,火星,True,True,好消息是火星会在1月12日恢复顺行，他从去年10月30日的时候开始的逆行,2023-01,射手座
486,火星,False,True,如果手术可以选择时间，那就安排在本月晚些时候——在火星恢复顺行之后（1月12日），以及水星也恢复顺行之后（1月18日），讲真的，如果手术是必须的并且很急，那就做,2023-01,射手座
487,天王星,True,False,天王星在水瓶座内逆行，直至1月22日，这是巨蟹对未来几周甚至几个月的财务情况持乐观态度的又一个积极信号,2023-01,巨蟹座
488,火星,True,True,2022年10月30日，火星开始逆行之后巨蟹座的工作进度久受到了阻碍，但是当今年1月12日，火星恢复顺行后，一切就将顺利起来,2023-01,巨蟹座
489,火星,False,True,火星的小兄弟水星2022年12月29日也开始叛逆起来了，但它将于1月18日恢复顺行,2023-01,巨蟹座
490,水星,False,True,火星的小兄弟水星2022年12月29日也开始叛逆起来了，但它将于1月18日恢复顺行,2023-01,巨蟹座
491,金星,True,False,当行星靠近地球运行轨道时，我们就会感受到其逆行的效应，这些行星包括水星、金星和火星,2023-01,巨蟹座
492,火星,True,True,火星自从10月30日以来一直在逆行，并将于本月1月12日恢复顺行,2023-01,摩羯座
493,水星,True,True,掌管交流、仪器、电脑、旅行的水星从12月29日起逆行，并将于1月18日恢复顺行,2023-01,摩羯座
494,水星,True,True,水星从12月29日开始在摩羯座内逆行，并将于1月18日恢复顺行,2023-01,摩羯座
495,水星,True,True,水星的大兄弟火星自从10月30日以来已经逆行了很长一段时间，好在1月12日火星将恢复顺行了,2023-01,摩羯座
496,木星,True,False,木星首次进入白羊座是2022年5月10日，但就在10月30日火星逆行之前的三天，即10月27日火星离开了白羊座并回到双鱼座内,2023-01,摩羯座
497,水星,True,False,2022年12月29日至2023年1月18日期间，水星将一直处于逆行状态,2023-01,水瓶座
498,天王星,False,True,到了下半月，整体节奏就会开始变快，因为不仅水星要恢复顺行，你的主星天王星也将在1月22日恢复顺行，这同样非常重要,2023-01,水瓶座
499,火星,True,False,自火星开始逆行之后，你对恋人的感觉就变得有些犹豫不决，不知该不该继续这段关系,2023-01,水瓶座
500,火星,True,False,如果你觉得近期的情况变得不太顺利，可能是因为火星从2022年10月30日就开始了逆行，这种状态会一直持续到2023年1月12日才结束,2023-01,水瓶座
501,火星,False,True,因为（等恢复顺行之后）火星将继续在水瓶座的真爱宫停留到3月25日才离开,2023-01,水瓶座
502,水星,True,False,说到“逆行”，水星从2022年12月29日就开始了逆行，这种状态会一直持续到1月18日才结束,2023-01,水瓶座
503,天王星,True,True,亲爱的瓶子，自2022年8月24日，你的主星天王星就进入了逆行状态，并将于今年1月22日恢复顺行,2023-01,水瓶座
504,水星,True,True,水星自12月29日开始逆行，并将于1月18日恢复顺行，因此在新月之后留出几天的时间，让水星有时间调整状态,2023-01,狮子座
505,火星,True,False,代表行动的火星自10月30日以来一直逆行，让你感觉进展缓慢甚至根本不存在,2023-01,狮子座
506,水星,True,True,水星是一颗聪明的行星，看起来很像他的兄弟火星，也从12月29日开始逆行，直到1月18日才恢复顺行,2023-01,狮子座
507,水星,True,False,水星在12月29日开始逆行，并将持续到2023年的1月18日，因此这个月将会有一个悠闲、缓慢的新年开篇,2023-01,白羊座
508,火星,True,True,这个月的其他好消息是，1月12日，白羊的守护星火星自10月30日开始逆行后，最终将顺行,2023-01,白羊座
509,水星,True,True,—— 火星转到更给力的位置会加速进程，但仍然需要等等火星的小兄弟，水星从逆行中走出来，1月18日它将恢复顺行,2023-01,白羊座
510,水星,True,False,不过，这次新月的时间接近12月29日——也就是水星开始逆行的时候,2023-01,金牛座
511,水星,True,False,假期可能很有趣，但也会让人非常疲惫，因此，在水星逆行的影响下，你不用给自己增加太多压力,2023-01,金牛座
512,火星,True,False,水星的老大哥火星在你的财务宫运行，他会增加你的开支，而且，他一直处在逆行状态，因此如果你在寻找新的收入来源，那么可能已经遇到了阻碍,2023-01,金牛座
513,火星,True,False,到目前为止，考虑到你付出的巨大努力，你还没有看到足够的进展，这是因为火星自10月30日以来长期处于逆行状态,2023-02,双子座
514,火星,False,True,这种缺乏进展的情况现在将结束了，因为火星在1月12日转为顺行了,2023-02,双子座
515,水星,True,True,作为一位旁观者，你的守护星水星也从12月29日开始在逆行，但水星也在上个月1月18日恢复了顺行,2023-02,双子座
516,火星,True,True,这是因为火星自10月30日以来一直在逆行，但在1月12日终于顺行了,2023-02,双子座
517,火星,True,False,单单处理火星的逆行就已经很吃力了，但在12月29日，火星的小兄弟水星，你的守护行星，也开始逆行了，并在1月18日直行了,2023-02,双子座
518,火星,True,False,火星从2022年10月30日至2023年1月12日一直逆行，这段时间你可能不得不处理延迟、返工、重做和重新设计等问题,2023-02,双鱼座
519,火星,True,False,火星一直在逆行（之后细说），因此你可能感到自己在一部下行的电梯上向上爬，进展甚微,2023-02,双鱼座
520,火星,True,False,正常情况下，火星会在每个宫位停留6-7周，而非7个月，但是2022年这次，因为火星在双子座半途开始逆行，从2022年10月30日逆行倒2023年1月12日,2023-02,双鱼座
521,火星,True,False,火星的小老弟水星最近也逆行了，从2022年12月29日至2023年1月18日，因此1月初，各种事情堵车搬拥在一起，很难得见到什么进展,2023-02,双鱼座
522,火星,True,False,如果你觉得上个月很多事情都没进展，无论是工作还是个人生活，要怪就怪逆行的火星和水星吧,2023-02,双鱼座
523,火星,True,True,能量、行动、勇气之星火星曾在2022年10月30日进入逆行，2023年1月12日顺行，你的主星水星在2022年12月29日逆行，2023年1月18日顺行,2023-02,处女座
524,水星,True,True,能量、行动、勇气之星火星曾在2022年10月30日进入逆行，2023年1月12日顺行，你的主星水星在2022年12月29日逆行，2023年1月18日顺行,2023-02,处女座
525,木星,True,False,但去年木星大部分是逆行状态，你可能感觉木星对提高收入或财运帮助不大,2023-02,处女座
526,水星,False,True,水星是在上个月恢复顺行的，现在非常的强有力，所以你可以在交易完成后签字,2023-02,射手座
527,水星,True,False,火星不再逆行，水星也不再逆行，终于有了一条畅通的爱情大道!这期间，巨蟹可以光顾美发师，去皮肤科医生那里补一下填充物或注射肉毒杆菌，为即将到来的春季购置新衣服,2023-02,巨蟹座
528,火星,True,False,在10月30日至1月12日火星逆行期间，可能出现了一些复杂状况或延迟,2023-02,摩羯座
529,火星,True,False,你也许需要签署一个合约，由于火星和水星已经不再逆行，所以去行动吧,2023-02,摩羯座
530,水星,True,False,现在水星已不再逆行，你也许打算买辆车——这是一个开始浏览相关信息并研究买车的好时机,2023-02,摩羯座
531,火星,True,True,由于火星从去年10月30日开始就进入了逆行状态，直到今年1月12日才恢复顺行，所以你的感情方面一直受到阻碍,2023-02,水瓶座
532,火星,True,True,上个月的火星和它的小兄弟水星都还处于逆行状态，但两者已经分别在1月12日及18日恢复顺行,2023-02,水瓶座
533,火星,False,True,本月标志着与前几个月相比的重大变化，代表行动力的火星于上个月12日恢复顺行,2023-02,狮子座
534,水星,True,False,逆行时，我们最容易感受到的是离地球最近的三颗行星，即水星、金星和火星,2023-02,狮子座
535,金星,True,False,逆行时，我们最容易感受到的是离地球最近的三颗行星，即水星、金星和火星,2023-02,狮子座
536,水星,True,False,同时，水星也在逆行，在你的日常工作宫，所以你在办公室的日常生活也有起伏，没有明显的节奏和原因,2023-02,狮子座
537,火星,True,True,与此同时，白羊的守护星火星从22年10月30日开始逆行，直到1月12日恢复顺行,2023-02,白羊座
538,水星,True,True,水星和火星在逆行中度过了很长一段时间——火星从22年10月30日开始逆行，水星从22年12月29日开始逆行，最终分别在新一年的1月12日和1月18日恢复顺行,2023-02,白羊座
539,火星,True,True,水星和火星在逆行中度过了很长一段时间——火星从22年10月30日开始逆行，水星从22年12月29日开始逆行，最终分别在新一年的1月12日和1月18日恢复顺行,2023-02,白羊座
540,火星,True,False,去年10月30日，火星开始在双子座逆行，在上个月——也就是1月12日结束了逆行,2023-02,金牛座
541,火星,True,False,当火星从10月30日到1月12日逆行时（你一定觉得这几周没完没了），无论你如何努力工作，你都觉得没有看到你希望达到的结果,2023-03,双子座
542,火星,True,False,增加压力的是，火星从10月30日到1月12日的逆行，这段时间无论你如何努力工作，要取得任何形式的实质性进展都是一场艰苦的战斗,2023-03,双子座
543,水星,True,False,如果你在买卖租赁房产，4月尽早找地方运气最好，因为4月21日到5月14日水星逆行，避开这些日子,2023-03,双鱼座
544,水星,True,False,你的主星水星将在4月21日开始逆行，持续到5月14日，这个月签合同的话要早签，尽量远离水逆开始的日子,2023-03,双鱼座
545,水星,True,False,除此之外，水星会在4月21日至5月14日之间在你的第六宫工作宫逆行,2023-03,双鱼座
546,水星,True,False,水星将会在4月21日至5月14日之间逆行，这意味着如果你有财务方面的事务需要处理的话，那么你需要再三检查没有纰漏,2023-03,双鱼座
547,火星,True,False,当然，2022年10月30日到2023年1月12日火星逆行期间，你必须依靠坚持信念，继续向着目标努力,2023-03,处女座
548,冥王星,True,False,然后逆行退回摩羯座，到明年，冥王星将重新进入水瓶座停留更长时间，从2024年1月20日开始，只有2024年末的两个半月不在水瓶座，再之后冥王星将正式进入水瓶座，停留到2044年1月19日，一个二十年的周期,2023-03,处女座
549,火星,True,False,火星部分时间是在双子座，而10月30日至1月12日期间它是在逆行的,2023-03,天秤座
550,水星,True,False,记住，水星将在下个月4月21日-5月14日逆行，如果你和你的伴侣要给彼此承诺，在水逆期间你不会想被纠缠的,2023-03,天秤座
551,水星,True,False,必须提到的事，水星将在4月21日到5月14日逆行，所以黄金时期会受到阻碍，所以趁着3月25日到4月15日趁早安排，尽量避开水星逆行的阶段,2023-03,巨蟹座
552,冥王星,True,False,但这次冥王星只会在水瓶停留到6月11日，然后就会偷偷逆行回摩羯座,2023-03,巨蟹座
553,水星,True,False,水星下个月即将逆行，现在尽可能地把事情都做完，因为你可不希望4月21日水逆开始（巨蟹甚至会在7-10天前就开始感受到其威力）时搞得一团糟,2023-03,巨蟹座
554,冥王星,True,False,2023年，冥王星将给我们一个提示，人类正在进入新的数字时代，这个预热只会持续到今年6月11日，届时它将逆行回到摩羯座,2023-03,巨蟹座
555,火星,True,False,之所以火星在你的第6宫工作与健康宫双子座内逗留那么长时间（2022.8.20-2023.3.25）的原因是，在此期间的10月30日至1月12日，火星逆行了,2023-03,摩羯座
556,火星,True,False,直到2024年12月6日至2025年2月23日之前，火星都不会再逆行，而且届时火星将不止在一个星座内逆行，所以之前（在一个星座内逗留7个月）,2023-03,摩羯座
557,水星,True,False,要记住，水星将于4月21日至5月14日逆行，尽量在这个月搞定要做的事,2023-03,水瓶座
558,冥王星,True,False,另一个大事件，可能是明年一个更永久趋势的预演——在2023年3月23日至6月11日间，冥王星将停留在水瓶座，然后逆行回到摩羯座，它将在2024年1月20日正式回归水瓶座，停留长达20年之久，直到2044年1月19日,2023-03,白羊座
559,木星,True,False,木星在一个强大而稳定的轨道上运行，这意味着它比去年木星刚入白羊座逆行时更强大,2023-03,白羊座
560,水星,True,False,利用这段时间浏览可能的住所，签署合同，但请记住，从4月21日到5月14日，水星逆行，需要避免在水星逆行期间做出任何重大决定或购买重大物品,2023-03,白羊座
561,金星,True,False,你要记住，金星会在之后一段时间——也就是7月22日到9月3日逆行,2023-03,金牛座
562,水星,True,False,如果你准备购买一个大件物品，请在月初进行，因为水星将从4月21日至5月14日在金牛座逆行,2023-04,双子座
563,水星,True,False,同时，如果可能的话，不要在水星逆行期间（4月21日至5月14日）签署合同，也不要购买任何电子产品或机器设备，因为水星掌管电脑芯片的导线和所有机器的齿轮,2023-04,双子座
564,水星,True,False,尽量在4月初购买电子产品，至少要远离4月21日，因为水星将从这一天逆行，直至5月14日,2023-04,双鱼座
565,水星,True,False,水星将在4月21日至5月14日逆行，所以你要花时间预估项目准备期和推进过程中的所有细节,2023-04,双鱼座
566,木星,True,False,然而，由于火星那旷日持久的逆行（2022年10月30日直到2023年1月12日）以及带来好运的木星逆行（2022年7月28日至11月23日），你等对金钱的收获可能经历了漫长等待，耐心几乎耗尽,2023-04,双鱼座
567,水星,True,False,记住水星将在4月21日-5月14日逆行，所以会缩短你重要的事业周期,2023-04,天秤座
568,水星,True,False,要果断，因为水星即将在4月21日-5月14日逆行，在那期间你不应该签署任何协议,2023-04,天秤座
569,水星,True,False,如果你想完成的事情属于我刚才列出的其中一类，那就早点开始吧，因为水星将在4月21日至5月14日逆行,2023-04,天蝎座
570,水星,True,False,由于水星将从4月21日（日食后两天）逆行至5月14日，所以如果你真的渴望一个新的宠物，你可能想等到5月晚些时候再选择你的新宠物,2023-04,天蝎座
571,水星,True,False,4月21日-5月14日，金牛座内的水星将在巨蟹的第十一宫——友情宫逆行,2023-04,巨蟹座
572,金星,False,True,5月爱情运会更佳，金星5月7日-6月5日在巨蟹宫，美丽与魅力俱增，水星也将于5月14日恢复顺行，巨蟹将有时间储备更多的新装备和漂亮衣服,2023-04,巨蟹座
