id,planet_a,planet_b,aspect_type,reading,is_positive,source_month,source_sign
319,木星,满月,合相,10月28日的满月在发生的时候会和木星合相，木星是最幸运的行星并且是你的守护星。,TRUE,2023-10,射手座
320,月亮,木星,三分相,月亮是巨蟹座的主宰星，好运使者木星与本次满月月食相位和谐，某位朋友的慷慨之举将温暖你的心。,TRUE,2023-10,巨蟹座
321,金星,土星,对分相,得到是否赢得这份工作的答案也许需要一些时间——因为金星和土星对冲，所以管理层不会仓促选定候选人。,FALSE,2023-10,摩羯座
322,金星,土星,对分相,金星将在这次月食中占据主导地位，但会与土星对冲，所以在你考虑离开出去旅行之前，你需要注意途中还有工作或其他应尽的任务义务需要处理。,FALSE,2023-10,水瓶座
323,金星,土星,对分相,在那个时候，你可能正在谈判，如果是这样，金星对冲土星会导致谈判缓慢而谨慎地进行。,FALSE,2023-10,狮子座
324,太阳,火星,三分相,天王星行运于代表旅行和协议的3宫，与行运太阳、新月及火星T队对冲，嫌弃些许不和谐的气氛，每个人都会被波及，不光只是你。,TRUE,2023-11,双鱼座
325,木星,满月,合相,木星与满月相合，判决的金额可能会比你预估能给到的要多。,TRUE,2023-11,天秤座
326,太阳,火星,对分相,"

11月13日，天王星对冲太阳、新月和火星，这是个能量激烈的相位，可能用痛苦的方式让我们学到教训，通常是意料之外的事件（但也并非总是如此），继而可能引发某段关系的破裂。",FALSE,2023-11,天蝎座
327,木星,满月,合相,木星与满月相合，所以社交活动是又奢华又好玩的。,TRUE,2023-11,巨蟹座
328,木星,满月,合相,"

如果你已有伴侣，那么由于10月28日木星与满月月食合相——这是一个罕见而辉煌的星象配置——会将第5宫所象征的爱情直接与第7宫代表的婚姻相连。",TRUE,2023-11,摩羯座
329,太阳,火星,三分相,"

可是，你的主星天王星会在那时与太阳、新月及火星对冲，这是一个不太和谐的相位。",TRUE,2023-11,水瓶座
330,木星,满月,合相,更妙的是，满月与好运之星木星相合。,TRUE,2023-11,狮子座
331,木星,满月,合相,"

木星予人好运，满月期间，木星和满月形成合相，所以你可能收到了一大笔钱，或者签了一些让自己能在不久的将来获得钱财的合同。",TRUE,2023-11,金牛座
332,水星,木星,合相,木星，礼物和幸运的赐予者，将与位于摩羯座的水星相合，也就是你掌管他人钱财的第八宫。,TRUE,2023-12,双子座
333,木星,满月,六分相,与此同时，木星将与满月形成美妙的六分相。,TRUE,2023-12,双子座
334,月亮,金星,三分相,12月24日和25日，行进的月亮将位于双子座，这意味着你将成为焦点，同一天，金星将与海王星成三分相，这是一种充满爱与魅力的振动，让你的这个圣诞与众不同。,TRUE,2023-12,双子座
335,金星,冥王星,六分相,"

12月28日，金星与冥王星构成甜蜜的六分相，如果你想确定爱人真的爱你，适合在这天与你爱的人打开一次深刻谈话，之后你会意识到，没什么好担心的——恋人或伴侣对你的爱有深蓝色的深海那么那么深。",TRUE,2023-12,处女座
336,太阳,土星,四分相,这并不意外，因为土星与太阳和满月构成四分相，说明新任务需要你完全集中精力。,FALSE,2023-12,处女座
337,火星,新月,合相,这次新月将会和火星合相，所以你会变得非常有动力去积极的掌控自己的财务。,TRUE,2023-12,天蝎座
338,金星,冥王星,六分相,"

金星将会和你的守护星冥王星在12月28日形成一个六分相，在这一天里你很想确认亲近的人或者伴侣真的爱自己——答案应该能够让你开心，你感觉到了更强的安全感以及自己被无条件的宠爱着。",TRUE,2023-12,天蝎座
339,水星,木星,三分相,"

如果你需要签订合同，最好的日期是12月7日，那天水星和木星会在天空形成一个漂亮的三分相。",TRUE,2023-12,天蝎座
340,太阳,月亮,六分相,这次满月最美妙的部分是木星将与太阳形成三分相，与月亮形成六分相——这是令人激动的。,TRUE,2023-12,射手座
341,太阳,土星,四分相,土星与太阳和满月成四分相，这意味着土星迫使你修补问题，找到最终解决问题的方法。,FALSE,2023-12,射手座
342,太阳,木星,三分相,好消息是，12月27日是和谐且友好的三分相，木星在你的希望宫，与伴侣宫内的太阳呈完美相位。,TRUE,2023-12,巨蟹座
343,木星,土星,六分相,停留在金牛座的木星与停留在双鱼座的土星曾在今年6月19日罕见地成六分相，现在依然保持着与精确六分相只差3度的绝佳位置，因为这两颗行星的行运速度非常缓慢。,TRUE,2023-12,水瓶座
344,太阳,木星,三分相,那时的太阳和木星成三分相，这是一个非常少见的四星级相位。,TRUE,2023-12,水瓶座
345,金星,火星,合相,金星将在12月29日进入射手座，并将停留到1月23日，即使金星和火星不会形成合相，但我觉得仅仅是在同一个星座，金星和火星就非常高兴了。,TRUE,2023-12,狮子座
346,太阳,土星,六分相,土星将与满月形成很好的三分相，并与太阳形成六分相（代表机遇的相位）。,TRUE,2023-12,狮子座
347,太阳,土星,三分相,土星将与满月形成很好的三分相，并与太阳形成六分相（代表机遇的相位）。,TRUE,2023-12,狮子座
348,木星,土星,六分相,它们彼此处于六分相，代表“机会”的到来——土星与木星一起，通常代表长期、持续的成长。,TRUE,2023-12,白羊座
