id,type,related_planets,house,reading,source_month,source_sign
357,日食,,,另外，上个月的新月日食可能会让巨蟹特别关注某个孩子，或提出关于生孩子的讨论/得知怀孕的消息,2022-11,巨蟹座
358,日食,,,日食通常是积极的（尤其对6月18日-28出生的巨蟹，或上升星座是巨蟹座0-4°的朋友来说）,2022-11,巨蟹座
359,月食,,,第二次月食将发生在11月8日金牛座16°，本次满月月食是更加艰难的经历，因为它会让人更情绪化，而我们无法看到任何预兆,2022-11,巨蟹座
360,月食,,,第二次月食将发生在11月8日金牛座16°，本次满月月食是更加艰难的经历，因为它会让人更情绪化，而我们无法看到任何预兆,2022-11,巨蟹座
361,月食,,,第二次月食将发生在11月8日金牛座16°，本次满月月食是更加艰难的经历，因为它会让人更情绪化，而我们无法看到任何预兆,2022-11,巨蟹座
362,月食,,,第二次月食将发生在11月8日金牛座16°，本次满月月食是更加艰难的经历，因为它会让人更情绪化，而我们无法看到任何预兆,2022-11,巨蟹座
363,月食,,,本次月食是分相月食，这很可能意味着巨蟹要与所在社区的朋友或同事分别，也可能会产生裂痕,2022-11,巨蟹座
364,月食,,,本次月食是分相月食，这很可能意味着巨蟹要与所在社区的朋友或同事分别，也可能会产生裂痕,2022-11,巨蟹座
365,月食,,,本次月食是分相月食，这很可能意味着巨蟹要与所在社区的朋友或同事分别，也可能会产生裂痕,2022-11,巨蟹座
366,月食,,,本次月食是分相月食，这很可能意味着巨蟹要与所在社区的朋友或同事分别，也可能会产生裂痕,2022-11,巨蟹座
367,月食,,,本次月食也会带来经济上的不稳定，这可能意味着巨蟹不得不花钱确保儿子/女儿被妥善保护着，也许要参加特殊的课程，当然也有其他可能性,2022-11,巨蟹座
368,月食,,,如果命盘中有行星落在天蝎座/双鱼座/处女座/摩羯座12°-20°，本次月食你将会受益,2022-11,巨蟹座
369,月食,,,你可能已经收到了月食的信号，因为10%的巨蟹会在10月9日满月后的4天内碰到某意外事件,2022-11,巨蟹座
370,月食,,,你可能已经收到了月食的信号，因为10%的巨蟹会在10月9日满月后的4天内碰到某意外事件,2022-11,巨蟹座
371,月食,,,你可能已经收到了月食的信号，因为10%的巨蟹会在10月9日满月后的4天内碰到某意外事件,2022-11,巨蟹座
372,月食,"火星,土星",,11月8日的月全食（满月）和11月23日的新月（非食相），火星将与土星形成和谐的角度，土星是稳定且长情的行星，这表明巨蟹正走在康庄大道上,2022-11,巨蟹座
373,月食,"火星,土星",,11月8日的月全食（满月）和11月23日的新月（非食相），火星将与土星形成和谐的角度，土星是稳定且长情的行星，这表明巨蟹正走在康庄大道上,2022-11,巨蟹座
374,月食,"火星,土星",,11月8日的月全食（满月）和11月23日的新月（非食相），火星将与土星形成和谐的角度，土星是稳定且长情的行星，这表明巨蟹正走在康庄大道上,2022-11,巨蟹座
375,月食,"火星,土星",,11月8日的月全食（满月）和11月23日的新月（非食相），火星将与土星形成和谐的角度，土星是稳定且长情的行星，这表明巨蟹正走在康庄大道上,2022-11,巨蟹座
376,日食,,,巨蟹将取得近十年最伟大的职业成就，尤其是在2023年3月21日的新月之后，或者4月19日的白羊座日食,2022-11,巨蟹座
377,日食,,,巨蟹将取得近十年最伟大的职业成就，尤其是在2023年3月21日的新月之后，或者4月19日的白羊座日食,2022-11,巨蟹座
378,月食,,,你可以帮助她和她的孩子，或者陪她去见医学或法律专家，以上只是举几个例子，总之，11月8日的月食期间，巨蟹将尽自己所能去帮助对方,2022-11,巨蟹座
379,月食,天王星,,天王星倾向于极端的表达形式，因此，巨蟹座在11月8日满月月食时可能会经历两种截然不同的情况,2022-11,巨蟹座
380,月食,天王星,,天王星倾向于极端的表达形式，因此，巨蟹座在11月8日满月月食时可能会经历两种截然不同的情况,2022-11,巨蟹座
381,日食,,,你可以阅读一下我上个月所写的有关10月25日日食部分（译者注：如何在网站上寻找10月运程原文的操作步骤略过，翻看星译社上月译文即可）,2022-11,摩羯座
382,月食,"太阳,土星",,土星正在水瓶座18度位置，并将同时与天蝎座16度的太阳和金牛座16度的满月月食构成90度刑相位,2022-11,摩羯座
383,月食,"太阳,土星",,土星正在水瓶座18度位置，并将同时与天蝎座16度的太阳和金牛座16度的满月月食构成90度刑相位,2022-11,摩羯座
384,月食,土星,,土星将要求你尽可能地现实和务实，但这在一个致力于将所有其他行星和话题拖下水进行讨论的月食之际并不容易,2022-11,摩羯座
385,月食,,,你也许已经感受到了本次月全食的影响，因为有10%的读者会在满月发生前一个月即10月9日前后4天内感受到,2022-11,摩羯座
386,月食,,,你也许已经感受到了本次月全食的影响，因为有10%的读者会在满月发生前一个月即10月9日前后4天内感受到,2022-11,摩羯座
387,月食,,,你也许已经感受到了本次月全食的影响，因为有10%的读者会在满月发生前一个月即10月9日前后4天内感受到,2022-11,摩羯座
388,月食,,,你也许已经感受到了本次月全食的影响，因为有10%的读者会在满月发生前一个月即10月9日前后4天内感受到,2022-11,摩羯座
389,月食,,,如果你生日在1月7日前后4天内，或是你的上升点在摩羯座16度附近，那你会非常强烈地注意到本次月食效应,2022-11,摩羯座
390,月食,,,也许你可以回顾一下今年之前两次发生在金牛和天蝎座的日月食，分别是4月30日和5月15日,2022-11,摩羯座
391,月食,,,本月的晚些时候我们会有一次美妙的新月（这次就不是月食了），它将于11月23日出现在射手座2度,2022-11,摩羯座
392,月食,,,本月的晚些时候我们会有一次美妙的新月（这次就不是月食了），它将于11月23日出现在射手座2度,2022-11,摩羯座
393,月食,,,如果你并未处在约会阶段而是已婚状态，那么本次月食不会影响你的婚姻（因为它由你星盘另一部分区域掌管），但会导致你对某个孩子的担忧,2022-11,摩羯座
394,月食,,,若你已经借了一大笔钱给你正在约会之人，在本次月食之际你可能发现钱是要不回来了，不仅是现在，且可能是永远拿不回来，这会令你震惊且失望,2022-11,摩羯座
395,月食,,,你是一个敬业、雄心勃勃的灵魂，因此你在这个月食之际可能会遇到困难，你没准会欢迎有这个能将你自己投入到工作中的机会，这样就能从11月8日的月食带来的一切混乱中得到一点解脱和转移,2022-11,摩羯座
396,月食,,4,另一个食相则是在本月8号发生的满月，这是一个月全食，出现在金牛座16度位置，点亮水瓶座的家庭宫,2022-11,水瓶座
397,月食,,4,另一个食相则是在本月8号发生的满月，这是一个月全食，出现在金牛座16度位置，点亮水瓶座的家庭宫,2022-11,水瓶座
398,月食,,4,另一个食相则是在本月8号发生的满月，这是一个月全食，出现在金牛座16度位置，点亮水瓶座的家庭宫,2022-11,水瓶座
399,月食,,4,另一个食相则是在本月8号发生的满月，这是一个月全食，出现在金牛座16度位置，点亮水瓶座的家庭宫,2022-11,水瓶座
400,月食,,,今天上半年也出现过一对，一个是4月30日的金牛座新月日食，另一个是5月15日的天蝎座满月月食,2022-11,水瓶座
401,月食,,,今天上半年也出现过一对，一个是4月30日的金牛座新月日食，另一个是5月15日的天蝎座满月月食,2022-11,水瓶座
402,月食,,,今天上半年也出现过一对，一个是4月30日的金牛座新月日食，另一个是5月15日的天蝎座满月月食,2022-11,水瓶座
403,月食,,,今天上半年也出现过一对，一个是4月30日的金牛座新月日食，另一个是5月15日的天蝎座满月月食,2022-11,水瓶座
404,月食,,,今天上半年也出现过一对，一个是4月30日的金牛座新月日食，另一个是5月15日的天蝎座满月月食,2022-11,水瓶座
405,月食,,,在这么多行星的联合作用下，这个满月日食会引起一系列的连锁反应和转变，遍及你生活中的方方面面,2022-11,水瓶座
406,月食,,,在这么多行星的联合作用下，这个满月日食会引起一系列的连锁反应和转变，遍及你生活中的方方面面,2022-11,水瓶座
407,月食,,,另一部分读者，大概15%左右，将在一个月后感受到日食，意味着在下个满月，即12月7日前后四天的时候听到消息,2022-11,狮子座
408,月食,,,另一部分读者，大概15%左右，将在一个月后感受到日食，意味着在下个满月，即12月7日前后四天的时候听到消息,2022-11,狮子座
409,月食,,,另一部分读者，大概15%左右，将在一个月后感受到日食，意味着在下个满月，即12月7日前后四天的时候听到消息,2022-11,狮子座
410,月食,,,就在你觉得生活已经发生了足够多的变化时，11月8日的满月月食将在金牛座降临，而金牛座代表你职业生涯的第十宫,2022-11,狮子座
411,月食,,,就在你觉得生活已经发生了足够多的变化时，11月8日的满月月食将在金牛座降临，而金牛座代表你职业生涯的第十宫,2022-11,狮子座
412,月食,,,这个月以11月8日在金牛座发生的具有挑战性的月食开场，很可能会给你的收入或储蓄带来不太想看到的意外,2022-11,白羊座
413,月食,,,这个月以11月8日在金牛座发生的具有挑战性的月食开场，很可能会给你的收入或储蓄带来不太想看到的意外,2022-11,白羊座
414,月食,,,这个月以11月8日在金牛座发生的具有挑战性的月食开场，很可能会给你的收入或储蓄带来不太想看到的意外,2022-11,白羊座
415,月食,,,这个月以11月8日在金牛座发生的具有挑战性的月食开场，很可能会给你的收入或储蓄带来不太想看到的意外,2022-11,白羊座
416,月食,月亮,,月食，比如11月8日的这次，总是把重点放在月亮上，而月亮掌管着你的家庭状况，会让其变得更为多变而不稳定——你可能会发现自己必须搬家，或者你家庭中的某位女性成员需要你的帮助，这只是许多有可能的举例中的两个可能,2022-11,白羊座
417,月食,月亮,,月食，比如11月8日的这次，总是把重点放在月亮上，而月亮掌管着你的家庭状况，会让其变得更为多变而不稳定——你可能会发现自己必须搬家，或者你家庭中的某位女性成员需要你的帮助，这只是许多有可能的举例中的两个可能,2022-11,白羊座
418,月食,"金星,天王星,海王星,冥王星",,金牛座的月食将聚光灯放在金星，而金星将被不可预测的天王星包围，但同时也能得到有远见的海王星和事业和金钱导向的冥王星的帮助,2022-11,白羊座
419,月食,,,10月25日白羊座刚刚经历了一次日食新月，而与它相对应的，满月月食将会发生在11月8日,2022-11,白羊座
420,月食,,,10月25日白羊座刚刚经历了一次日食新月，而与它相对应的，满月月食将会发生在11月8日,2022-11,白羊座
421,月食,,,10月25日白羊座刚刚经历了一次日食新月，而与它相对应的，满月月食将会发生在11月8日,2022-11,白羊座
422,月食,,,10月25日白羊座刚刚经历了一次日食新月，而与它相对应的，满月月食将会发生在11月8日,2022-11,白羊座
423,月食,,,10月25日白羊座刚刚经历了一次日食新月，而与它相对应的，满月月食将会发生在11月8日,2022-11,白羊座
424,月食,,,而本月即将到来的满月月食又会带来另一波消息，他可能和你们的工资，存款以及未曾预料到的大笔开销有关,2022-11,白羊座
425,月食,,,而本月即将到来的满月月食又会带来另一波消息，他可能和你们的工资，存款以及未曾预料到的大笔开销有关,2022-11,白羊座
426,月食,,,而本月即将到来的满月月食又会带来另一波消息，他可能和你们的工资，存款以及未曾预料到的大笔开销有关,2022-11,白羊座
427,月食,,,月食通常掀起了一股烟尘，从而让人很难去看清前方的路，所以也没有理由要去做任何冲动的行为，先进行思考，即使那要花上整整一天的时间,2022-11,白羊座
428,日食,,,10月25日的新月日食发生在天蝎座，它主管的法律与秩序，你们可能不得不向公安机构去报告一个问题，或者是向一位律师表达自己某方面的顾虑，寻求意见,2022-11,白羊座
429,日食,,,10月25日的新月日食发生在天蝎座，它主管的法律与秩序，你们可能不得不向公安机构去报告一个问题，或者是向一位律师表达自己某方面的顾虑，寻求意见,2022-11,白羊座
430,日食,,,10月25日的新月日食发生在天蝎座，它主管的法律与秩序，你们可能不得不向公安机构去报告一个问题，或者是向一位律师表达自己某方面的顾虑，寻求意见,2022-11,白羊座
431,日食,,,10月25日的新月日食发生在天蝎座，它主管的法律与秩序，你们可能不得不向公安机构去报告一个问题，或者是向一位律师表达自己某方面的顾虑，寻求意见,2022-11,白羊座
432,日食,,,10月25日的新月日食发生在天蝎座，它主管的法律与秩序，你们可能不得不向公安机构去报告一个问题，或者是向一位律师表达自己某方面的顾虑，寻求意见,2022-11,白羊座
433,月食,,,整个世界看起来似乎都处于一种观望状态，而11月8日的月食可能又给整个金融市场一次剧烈的震动,2022-11,白羊座
434,月食,,,而当时间来到11月23日，会有一个比较普通的新月，不是日月食的那种发生在射手座2度,2022-11,白羊座
435,月食,,,而当时间来到11月23日，会有一个比较普通的新月，不是日月食的那种发生在射手座2度,2022-11,白羊座
436,日食,,,食相总是成对出现，第一个食相出现在上个月——也就是10月25日天蝎座2°的新月日食,2022-11,金牛座
437,日食,,,食相总是成对出现，第一个食相出现在上个月——也就是10月25日天蝎座2°的新月日食,2022-11,金牛座
438,月食,,,11月8日，满月食相会出现在金牛座16°，这次食相非常有挑战性，如果上个月你重点关注着某个人，那么这个月你们的关系会达到一个临界点，马上就会出现巨大的质变,2022-11,金牛座
439,月食,,,11月8日，满月食相会出现在金牛座16°，这次食相非常有挑战性，如果上个月你重点关注着某个人，那么这个月你们的关系会达到一个临界点，马上就会出现巨大的质变,2022-11,金牛座
440,月食,,,11月8日，满月月食出现在金牛座，这次食相会触发类似顿悟的思想变化，你会用完全不同的方式看待亲密关系中的某个人,2022-11,金牛座
441,月食,,,11月8日，满月月食出现在金牛座，这次食相会触发类似顿悟的思想变化，你会用完全不同的方式看待亲密关系中的某个人,2022-11,金牛座
442,月食,,,11月8日，满月月食出现在金牛座，这次食相会触发类似顿悟的思想变化，你会用完全不同的方式看待亲密关系中的某个人,2022-11,金牛座
443,月食,,,这是一次出相月食，因此，如果这个人对你很重要，你要谨慎措辞，因为这次真的是覆水难收,2022-11,金牛座
444,月食,,,这是一次出相月食，因此，如果这个人对你很重要，你要谨慎措辞，因为这次真的是覆水难收,2022-11,金牛座
445,月食,,,这是一次出相月食，因此，如果这个人对你很重要，你要谨慎措辞，因为这次真的是覆水难收,2022-11,金牛座
446,月食,,,这次月食出现在你的星座，所以你必须通过自己的感受、通过分析怎样做对未来最好来过滤各种扑面而来的消息,2022-11,金牛座
447,日食,,,到2023年3月21日的新月或4月19日的白羊座日食时，巨蟹座的持续输出和贡献，将为自己赢得新的职务或晋升,2022-12,巨蟹座
448,日食,,,到2023年3月21日的新月或4月19日的白羊座日食时，巨蟹座的持续输出和贡献，将为自己赢得新的职务或晋升,2022-12,巨蟹座
449,日食,木星,2,你还需要其他星体来触发木星提供的精彩财运，比如新月就可以做到，4月19日会在你星盘财务宫发生新月，还是个白羊座日全食，但未必要等那么久，期间还有其他非常好的星相,2023-02,处女座
450,日食,木星,2,你还需要其他星体来触发木星提供的精彩财运，比如新月就可以做到，4月19日会在你星盘财务宫发生新月，还是个白羊座日全食，但未必要等那么久，期间还有其他非常好的星相,2023-02,处女座
451,日食,,,第三个重要时刻——可能也是最强大的——是北京时间4月20日的白羊座新月日食，发生在你星盘第八宫，前面描述过的位置——与他方有关的钱财宫,2023-03,双鱼座
452,日食,,,第三个重要时刻——可能也是最强大的——是北京时间4月20日的白羊座新月日食，发生在你星盘第八宫，前面描述过的位置——与他方有关的钱财宫,2023-03,双鱼座
453,日食,,,第三个重要时刻——可能也是最强大的——是北京时间4月20日的白羊座新月日食，发生在你星盘第八宫，前面描述过的位置——与他方有关的钱财宫,2023-03,双鱼座
454,日食,木星,,这个月的高点在北京时间4月20日的白羊座29°新月日食，重点还是你的财务，木星与日食和新月靠近，让这次日食成为不常见的更慷慨的一次,2023-03,双鱼座
455,日食,木星,,这个月的高点在北京时间4月20日的白羊座29°新月日食，重点还是你的财务，木星与日食和新月靠近，让这次日食成为不常见的更慷慨的一次,2023-03,双鱼座
456,日食,"水星,火星",,身为处女座，你的第十宫是双子座，水星是你星盘第十宫的主星，日食时得到火星旺盛的能量——这是我看到就感到高兴的星象,2023-03,双鱼座
457,日食,木星,,木星与日食靠近，木星掌管你的家庭，也可能是来自卖房子的一大笔钱，或父母给你一大笔钱,2023-03,双鱼座
458,日食,冥王星,,4月20日的日食时，冥王星是唯一捣乱的星体，它正在你星盘工作方法和日常项目宫第六宫,2023-03,双鱼座
459,日食,"金星,冥王星",,金星在日食时处于强力位置，冥王星会被金星的魅力吸引，扭转局面为你所用的最好办法是与这个人谈话时保持礼貌和风度,2023-03,双鱼座
460,日食,,,本月的重要时刻将会发生在4月19日，白羊座的新月日食同样也发生在我们前面提过的4月11日和12日的那个位置上，你的第五宫,2023-03,双鱼座
461,日食,,,本月的重要时刻将会发生在4月19日，白羊座的新月日食同样也发生在我们前面提过的4月11日和12日的那个位置上，你的第五宫,2023-03,双鱼座
462,日食,,,这是一个慷慨且富有魔力的相位，因为它非常的强力可能会改变生活，所以如果你是单身并且期待一次命中注定的相遇的话，快把日食之后的那几天和几周都圈起来,2023-03,双鱼座
463,日食,,,这是一个慷慨且富有魔力的相位，因为它非常的强力可能会改变生活，所以如果你是单身并且期待一次命中注定的相遇的话，快把日食之后的那几天和几周都圈起来,2023-03,双鱼座
464,日食,,,这是一个慷慨且富有魔力的相位，因为它非常的强力可能会改变生活，所以如果你是单身并且期待一次命中注定的相遇的话，快把日食之后的那几天和几周都圈起来,2023-03,双鱼座
465,日食,,,还有更重要的一天是4月19日，新月日食发生在白羊座29度，这次日食也会同样的点亮你的第五宫，这里掌管着你的浪漫，真爱，怀孕，生育，对孩子的温暖关爱，对创意清晰独到的表达，以及想象力,2023-03,双鱼座
466,日食,,,还有更重要的一天是4月19日，新月日食发生在白羊座29度，这次日食也会同样的点亮你的第五宫，这里掌管着你的浪漫，真爱，怀孕，生育，对孩子的温暖关爱，对创意清晰独到的表达，以及想象力,2023-03,双鱼座
467,日食,,,把4月19日的这次新月日食想象成一个入口，让你可以踏入自己星盘中这次新月发生的领域，并且开启众多机会（这次的这个领域掌管着快乐，放松，浪漫，爱情，孩子，以及创意）,2023-03,双鱼座
468,日食,,,把4月19日的这次新月日食想象成一个入口，让你可以踏入自己星盘中这次新月发生的领域，并且开启众多机会（这次的这个领域掌管着快乐，放松，浪漫，爱情，孩子，以及创意）,2023-03,双鱼座
469,日食,"太阳,木星",,如果你是单身，那么这次的新月日食是你能想象到的最好的一次，因为太阳和新月会一起与代表着礼物和好运的木星手挽着手,2023-03,双鱼座
470,日食,"太阳,木星",,如果你是单身，那么这次的新月日食是你能想象到的最好的一次，因为太阳和新月会一起与代表着礼物和好运的木星手挽着手,2023-03,双鱼座
471,日食,木星,,3月21日的新月落在白羊座1°，你星盘第八宫涉及他方钱财的位置，好运之星木星一直在你星盘这个领域，而且这一次很不常见的是，连续有两个发生在同一位置的新月，第二个将出现在4月19日，白羊座29°，是个日食，指向有关财务的积极变化,2023-03,处女座
472,日食,木星,,3月21日的新月落在白羊座1°，你星盘第八宫涉及他方钱财的位置，好运之星木星一直在你星盘这个领域，而且这一次很不常见的是，连续有两个发生在同一位置的新月，第二个将出现在4月19日，白羊座29°，是个日食，指向有关财务的积极变化,2023-03,处女座
473,日食,木星,,3月21日的新月落在白羊座1°，你星盘第八宫涉及他方钱财的位置，好运之星木星一直在你星盘这个领域，而且这一次很不常见的是，连续有两个发生在同一位置的新月，第二个将出现在4月19日，白羊座29°，是个日食，指向有关财务的积极变化,2023-03,处女座
474,日食,木星,,3月21日的新月落在白羊座1°，你星盘第八宫涉及他方钱财的位置，好运之星木星一直在你星盘这个领域，而且这一次很不常见的是，连续有两个发生在同一位置的新月，第二个将出现在4月19日，白羊座29°，是个日食，指向有关财务的积极变化,2023-03,处女座
475,日食,木星,,3月21日的新月落在白羊座1°，你星盘第八宫涉及他方钱财的位置，好运之星木星一直在你星盘这个领域，而且这一次很不常见的是，连续有两个发生在同一位置的新月，第二个将出现在4月19日，白羊座29°，是个日食，指向有关财务的积极变化,2023-03,处女座
476,日食,,,看看3月21日之后的几天发生的事情，因为它会给你一个线索，告诉你4月19日日食可能会暴露些什么，而这是一个位于白羊座的新月,2023-03,天蝎座
477,日食,,,看看3月21日之后的几天发生的事情，因为它会给你一个线索，告诉你4月19日日食可能会暴露些什么，而这是一个位于白羊座的新月,2023-03,天蝎座
478,日食,,,这是两次白羊座新月的第一次，两次新月将照亮同一个宫位；下一次新月将于4月19日到来，但这次是白羊座新月日食,2023-03,巨蟹座
479,日食,,,这是两次白羊座新月的第一次，两次新月将照亮同一个宫位；下一次新月将于4月19日到来，但这次是白羊座新月日食,2023-03,巨蟹座
480,日食,,,这是两次白羊座新月的第一次，两次新月将照亮同一个宫位；下一次新月将于4月19日到来，但这次是白羊座新月日食,2023-03,巨蟹座
481,日食,,,4月19日，白羊座会迎来第二次新月，这次新月会和日食相伴而行，会再次强调3月21日新月的主题,2023-03,狮子座
482,日食,,,4月19日，白羊座会迎来第二次新月，这次新月会和日食相伴而行，会再次强调3月21日新月的主题,2023-03,狮子座
483,日食,,,通常，你一年只能享用一次白羊座新月，但今年将会有第二次——4月19日将会是一次强大的白羊座新月日食,2023-03,白羊座
484,日食,,,通常，你一年只能享用一次白羊座新月，但今年将会有第二次——4月19日将会是一次强大的白羊座新月日食,2023-03,白羊座
485,日食,"太阳,木星",,4月19日的日食肯定会开启一个新的社会篇章，因为好运的木星将与太阳和新月相合，这是一个重大的消息,2023-04,双子座
486,日食,"太阳,木星",,4月19日的日食肯定会开启一个新的社会篇章，因为好运的木星将与太阳和新月相合，这是一个重大的消息,2023-04,双子座
487,日食,,,在这次新月日食中，你将迈过一道门槛，机会应该是相当特别的，甚至给你一个赚取奇妙金钱的机会,2023-04,双子座
488,日食,,,在这次新月日食中，你将迈过一道门槛，机会应该是相当特别的，甚至给你一个赚取奇妙金钱的机会,2023-04,双子座
489,日食,"火星,天王星",,此外，这次日食发生在白羊座，这让火星非常醒目，而且火星与天王星这般亲切同步，有可能这次日食的一个副作用是，更多的钱可能会找到你，而且多亏了天王星，这会是一个完全的惊喜,2023-04,双子座
490,日食,"火星,天王星",,此外，这次日食发生在白羊座，这让火星非常醒目，而且火星与天王星这般亲切同步，有可能这次日食的一个副作用是，更多的钱可能会找到你，而且多亏了天王星，这会是一个完全的惊喜,2023-04,双子座
491,日食,,,这次日食将发生在你的第十一宫，所以你一直非常希望的某天能出现的事情，可能这时候就能发生了,2023-04,双子座
492,月食,太阳,,日食可能意味着一个非常重要的男性人物会离开——像食相一样“食”掉，而太阳又总是指向男性形象（月食指向女性）,2023-04,双鱼座
493,月食,太阳,,日食可能意味着一个非常重要的男性人物会离开——像食相一样“食”掉，而太阳又总是指向男性形象（月食指向女性）,2023-04,双鱼座
494,日食,,,4月19日发生在白羊座29°的新月日食，可能会出现更多来自伴侣/伙伴的消息，或是与你在爱情或生意上建立的新伙伴关系有关的消息,2023-04,天秤座
495,日食,,,4月19日发生在白羊座29°的新月日食，可能会出现更多来自伴侣/伙伴的消息，或是与你在爱情或生意上建立的新伙伴关系有关的消息,2023-04,天秤座
496,日食,"火星,土星",,4月19日，火星会向土星发起一段友好的谈话，暗示着你可能会在很长一段时间内维持你达成的任何协议（这一天也是日食的日子，影响将会更强）,2023-04,天秤座
497,日食,,,如果你的生日在10月18日-22日之间，或者你的上升星座在天秤座24°-29°之间，你会注意到这次日食中出现的机会,2023-04,天秤座
498,日食,,,如果你的生日在10月18日-22日之间，或者你的上升星座在天秤座24°-29°之间，你会注意到这次日食中出现的机会,2023-04,天秤座
499,日食,"火星,天王星",,火星是你驱动力的燃料，而天王星代表了生活中的惊喜，他们4月29日都在极好的角度——但近得足以像4月19日的日食一样传递消息——他们发出的信号表明这次日食对你来说是相当惊艳的,2023-04,天秤座
500,日食,,,今年4月19日的日食发生在白羊座，这预示着你将在研究、方法和解决方案方面拥有很大的自主权,2023-04,天蝎座
501,日食,,,这次日食指向你公司的一位男性贵宾，他将宣布离开，或者可能是一位大客户在与你建立了长期良好的关系后选择离开,2023-04,天蝎座
502,日食,,,第六宫（新月日食将在这里发生）也代表健康和身体，所以你可能会开始更好地照顾自己，发誓要吃得更有营养，多锻炼,2023-04,天蝎座
503,日食,,,第六宫（新月日食将在这里发生）也代表健康和身体，所以你可能会开始更好地照顾自己，发誓要吃得更有营养，多锻炼,2023-04,天蝎座
504,日食,,,小型家养宠物也属于第六宫的管辖范围，所以如果你一直在考虑给家里添一只小狗或小猫，4月19日的日食会让你有动力去动物收容所或宠物店选择你的毛茸茸的小伙伴,2023-04,天蝎座
505,日食,,,等待今年晚些时候，8月16日是你职业生涯中一年中最好的新月（而不是日食）之一，你将在新月上获得一个新的职位，这将是你出色的职业表现，一定会提升你在行业中的知名度,2023-04,天蝎座
506,日食,,,等待今年晚些时候，8月16日是你职业生涯中一年中最好的新月（而不是日食）之一，你将在新月上获得一个新的职位，这将是你出色的职业表现，一定会提升你在行业中的知名度,2023-04,天蝎座
507,日食,,10,这一主题还将在4月19日的白羊座日食进一步得以强调，这是巨蟹的事业高光时刻，因为日食同样发生在你的事业和荣誉宫,2023-04,巨蟹座
508,日食,,10,4月19日，是白羊29°日食，本月的大日子，也是本年度第二次白羊座新月，白羊是巨蟹的事业宫，也是你未来几个月关注的重点,2023-04,巨蟹座
509,日食,,10,4月19日，是白羊29°日食，本月的大日子，也是本年度第二次白羊座新月，白羊是巨蟹的事业宫，也是你未来几个月关注的重点,2023-04,巨蟹座
510,日食,"火星,天王星",,巨蟹宫内的火星与金牛座内的天王星呈友好相位，但是巨蟹座内的火星，4月19日日食期间与巨蟹座内的天王星十分接近，某位朋友可能会带来令你感到非常温馨的惊喜消息,2023-04,巨蟹座
511,日食,,,也就是说，如果你因为日食带来的消息而需要做出任何重大决定，都需要等到5月14日以后,2023-04,巨蟹座
512,日食,,4,本月将是重要的一个月，因为4月19日将有个友好的新月日食发生在你的家宅宫内，这将给你的家庭、住所或其他你拥有、租赁、管理或打算买卖的房产带来迅速且戏剧化的改变,2023-04,摩羯座
513,日食,,4,本月将是重要的一个月，因为4月19日将有个友好的新月日食发生在你的家宅宫内，这将给你的家庭、住所或其他你拥有、租赁、管理或打算买卖的房产带来迅速且戏剧化的改变,2023-04,摩羯座
514,月食,木星,,下个月将发生另一次食相（月食），随后木星将进入金牛座——对于这颗象征好运的行星而言是个极好的新位置，因为它对应你的真爱与快乐之宫,2023-04,摩羯座
515,日食,冥王星,,要是你需要抵押贷款或房屋改建贷款，那么由于冥王星和本次日食构成困难的角度，你可能不得不向不止一家银行申请,2023-04,摩羯座
516,日食,冥王星,,要是你需要抵押贷款或房屋改建贷款，那么由于冥王星和本次日食构成困难的角度，你可能不得不向不止一家银行申请,2023-04,摩羯座
517,日食,土星,,土星将与日食构成极好的角度，这将有助于为你受日食影响采取的行动构建一种长期的安全感,2023-04,摩羯座
518,日食,,,（本月）你会非常关注沟通和出行，因为4月19日还有一个发生在白羊座29度的新月日食，跟“日木合”发生在同一个宫位,2023-04,水瓶座
519,日食,,,（本月）你会非常关注沟通和出行，因为4月19日还有一个发生在白羊座29度的新月日食，跟“日木合”发生在同一个宫位,2023-04,水瓶座
520,日食,"火星,土星",,任何新月日食发生在白羊座，你的守护星火星都将起到主导作用，幸运的是，火星对土星仍然相当友好，继续稳定并为你的未来打下基础,2023-04,白羊座
521,日食,"火星,土星",,任何新月日食发生在白羊座，你的守护星火星都将起到主导作用，幸运的是，火星对土星仍然相当友好，继续稳定并为你的未来打下基础,2023-04,白羊座
522,日食,,,本月的大日子集中在4月19日的新月日食，发生在在白羊座29度，完美地创造了一个新的开始,2023-04,白羊座
523,日食,,,本月的大日子集中在4月19日的新月日食，发生在在白羊座29度，完美地创造了一个新的开始,2023-04,白羊座
524,日食,,,所有的日食都有第二次，所以不要太快地宣布这次日食对你是“好”还是“坏”——更多的信息将在后续几天内到来,2023-04,白羊座
525,日食,"太阳,木星",,4月19日的日食肯定会开启一个新的社会篇章，因为好运的木星将与太阳和新月相合，这是一个重大的消息,2023-04,苏珊米勒2023年4月双子座
526,日食,"太阳,木星",,4月19日的日食肯定会开启一个新的社会篇章，因为好运的木星将与太阳和新月相合，这是一个重大的消息,2023-04,苏珊米勒2023年4月双子座
527,日食,"太阳,木星",,4月19日的日食肯定会开启一个新的社会篇章，因为好运的木星将与太阳和新月相合，这是一个重大的消息,2023-04,苏珊米勒2023年4月双子座
528,日食,"太阳,木星",,4月19日的日食肯定会开启一个新的社会篇章，因为好运的木星将与太阳和新月相合，这是一个重大的消息,2023-04,苏珊米勒2023年4月双子座
